,course id,name,dept,year,semester,section,instructor,hrs,responses,date
11251,57477,MUSIC OF THE SPIRIT,MUS,2010,Spring,B,PAUL JOHNSTON,6.5,6,2010-01
11311,57846,BACH,MUS,2010,Spring,A,STEPHEN SCHULTZ,5.0,10,2010-01
11314,57866,EURHYTHMICS GRAD MSC,MUS,2010,Spring,A,ANNABELLE JOSEPH,3.13,8,2010-01
11317,57884,LIT & REP PIANO IV,MUS,2010,Spring,A,SERGEY SCHEPKIN,7.14,7,2010-01
11338,57930,BAROQUE ENSEMBLE,MUS,2010,Spring,A,STEPHEN SCHULTZ,5.0,6,2010-01
11340,57934,ADV ANALYTCL TECHNQE,MUS,2010,Spring,A,MARILYN THOMAS,4.57,7,2010-01
11341,57934,ADV ANALYTCL TECHNQE,MUS,2010,Spring,B,MARILYN THOMAS,6.0,6,2010-01
11357,48095,ARC NON-MAJORS I,ARC,2010,Fall,A,LISA WOLFF,8.33,9,2010-09
11358,48100,ARCH DESIGN STUDIO,ARC,2010,Fall,1,GERARD DAMIANI,13.57,35,2010-09
11359,48120,INTRO DGITAL MEDIA I,ARC,2010,Fall,1,PABLO GARCIA,4.91,35,2010-09
11360,48130,ARCH DRWING I: TACTL,ARC,2010,Fall,A,WILLIAM COOPER,8.73,34,2010-09
11361,48200,ARCH DES STDIO COMP,ARC,2010,Fall,1,KAI GUTSCHOW,14.0,28,2010-09
11364,48200,ARCH DES STDIO COMP,ARC,2010,Fall,C,JEFFERY KING,14.0,7,2010-09
11365,48200,ARCH DES STDIO COMP,ARC,2010,Fall,D,ARTHUR LUBETZ,14.0,9,2010-09
11366,48200,ARCH DES STDIO COMP,ARC,2010,Fall,E,KENT SUHRBIER,14.0,6,2010-09
11367,48210,STATICS,ARC,2010,Fall,A,IRVING OPPENHEIM,6.16,31,2010-09
11368,48240,HIS SRVY WLD ARC URB,ARC,2010,Fall,A,DIANE SHAW,4.8,45,2010-09
11369,48300,ARCH DSGN STDIO SITE,ARC,2010,Fall,1,CHRISTINE MONDOR,12.59,17,2010-09
11373,48300,ARCH DSGN STDIO SITE,ARC,2010,Fall,E,MATTHEW PLECITY,13.63,8,2010-09
11374,48312,SITE ENGNR & FOUND,ARC,2010,Fall,A,CHRISTINE MONDOR,5.5,18,2010-09
11375,48315,ENVIR I: CLIM & ENG,ARC,2010,Fall,A,VIVIAN LOFTNESS,7.87,23,2010-09
11376,48338,EURO CITIES XIX CENT,ARC,2010,Fall,A,FRANCESCA TORELLO,5.0,7,2010-09
11377,48340,MDRN ARCH & THRY,ARC,2010,Fall,A,KAI GUTSCHOW,6.0,6,2010-09
11378,48355,PERSPECTIVE,ARC,2010,Fall,A,WILLIAM COOPER,10.0,7,2010-09
11379,48371,AMERN HSE & HOUSING,ARC,2010,Fall,A,DIANE SHAW,8.0,6,2010-09
11380,48400,ARCH DSGN STDIO OCC,ARC,2010,Fall,1,STEFANI DANES,12.71,15,2010-09
11382,48400,ARCH DSGN STDIO OCC,ARC,2010,Fall,B,JENNIFER LUCCHINO,12.0,6,2010-09
11383,48400,ARCH DSGN STDIO OCC,ARC,2010,Fall,C,MATTHEW MCNUTT,13.67,9,2010-09
11384,48410,ENVIRONMENT II LGHTG,ARC,2010,Fall,A,KHEE POH LAM,5.0,39,2010-09
11385,48412,ENVIR II MECHNL SYS,ARC,2010,Fall,A,GERRY MATTERN,3.42,21,2010-09
11386,48413,BLDG ACOUSTICS,ARC,2010,Fall,A2,KHEE POH LAM,3.67,9,2010-09
11387,48431,BIO LGC RSPS BLD TCH,ARC,2010,Fall,A,DALE CLIFFORD,6.71,7,2010-09
11388,48448,HISTRY SUSTAIN ARCH,ARC,2010,Fall,A,CHARLES ROSENBLUM,4.67,18,2010-09
11389,48453,URBAN DESIGN METHODS,ARC,2010,Fall,A,KELLY HUTZELL,5.53,42,2010-09
11394,48500,ARCH DGN STD URB LAB,ARC,2010,Fall,1,ALEXIS MCCUNE,12.04,26,2010-09
11395,48500,ARCH DGN STD URB LAB,ARC,2010,Fall,A,RAMI EL SAMAHY,14.0,11,2010-09
11398,48550,ISSUES OF PRACTICE,ARC,2010,Fall,A,JOHN FOLAN,12.38,40,2010-09
11399,48568,ADV CAD BIM 3D VISLZ,ARC,2010,Fall,A,KRISTEN KURLAND,6.74,19,2010-09
11400,48576,URBAN MAPPING,ARC,2010,Fall,A,KELLY HUTZELL,9.2,15,2010-09
11403,48711,PARADGMS RESCH ARCH,ARC,2010,Fall,A,OMER AKIN,5.33,9,2010-09
11404,48722,BLDNG PERFMNC MODLNG,ARC,2010,Fall,A,KHEE POH LAM,12.36,11,2010-09
11405,48729,PROD HLTH QUAL BLDGS,ARC,2010,Fall,A,VIVIAN LOFTNESS,5.9,10,2010-09
11408,48739,MKG THNGS INTACTV GR,ARC,2010,Fall,A,MARK GROSS,8.43,14,2010-09
11410,48752,ZERO ENERGY HOUSING,ARC,2010,Fall,A,NINA BAIRD,7.75,12,2010-09
11411,48759,VALUE BASED DESIGN,ARC,2010,Fall,A,OMER AKIN,8.75,9,2010-09
11412,60101,CONCEPT STUDIO I,ART,2010,Fall,A,PATRICIA MAURIDES,8.64,14,2010-09
11413,60101,CONCEPT STUDIO I,ART,2010,Fall,B,LOWRY BURGESS,6.29,7,2010-09
11414,60101,CONCEPT STUDIO I,ART,2010,Fall,C,JILL MILLER,8.9,10,2010-09
11415,60101,CONCEPT STUDIO I,ART,2010,Fall,D,JENNIFER MYERS,9.13,8,2010-09
11416,60104,CONTEMP ISSUES FORUM,ART,2010,Fall,A,ELAINE KING,4.32,23,2010-09
11419,60130,3-D MEDIA STUDIO I,ART,2010,Fall,B1,DEE BRIGGS,10.57,7,2010-09
11420,60130,3-D MEDIA STUDIO I,ART,2010,Fall,B2,DEE BRIGGS,11.0,8,2010-09
11421,60130,3-D MEDIA STUDIO I,ART,2010,Fall,C1,JOSEPH MANNINO,9.5,6,2010-09
11422,60130,3-D MEDIA STUDIO I,ART,2010,Fall,C2,JOSEPH MANNINO,9.71,7,2010-09
11423,60130,3-D MEDIA STUDIO I,ART,2010,Fall,D1,ALLISON REEVES,10.0,9,2010-09
11424,60130,3-D MEDIA STUDIO I,ART,2010,Fall,D2,ALLISON REEVES,11.0,6,2010-09
11429,60150,2D MDA STD: DRAWING,ART,2010,Fall,B,CLAYTON MERRELL,11.3,10,2010-09
11430,60150,2D MDA STD: DRAWING,ART,2010,Fall,C,JESSICA LANGLEY,11.75,12,2010-09
11431,60150,2D MDA STD: DRAWING,ART,2010,Fall,D,NATALIE SETTLES,12.5,10,2010-09
11432,60201,CONCEPT STUDIO III,ART,2010,Fall,A,JON BECKLEY,10.0,9,2010-09
11433,60201,CONCEPT STUDIO III,ART,2010,Fall,B,RICHARD PELL,9.5,8,2010-09
11434,60201,CONCEPT STUDIO III,ART,2010,Fall,C,BENJAMIN KINSLEY,9.29,7,2010-09
11435,60205,MOD VIS CL 1789-1945,ART,2010,Fall,A,CHARLES ROSENBLUM,3.46,37,2010-09
11436,60210,ELEC MEDIA STUDIO II,ART,2010,Fall,A,PAOLO PEDERCINI,8.5,6,2010-09
11442,60230,3-D MEDIA STUDIO II,ART,2010,Fall,C2,RON BENNETT,6.71,7,2010-09
11444,60250,2D MDA STD: PAINTING,ART,2010,Fall,B,SUSANNE SLAVICK,12.36,11,2010-09
11445,60371,BREATHLESS: INTL CIN,ART,2010,Fall,A,MELISSA RAGONA,7.08,13,2010-09
11446,60388,SPECIAL TOPICS,ART,2010,Fall,A,MELISSA RAGONA,7.36,14,2010-09
11447,60409,ADVD ETB:VIDO & PERF,ART,2010,Fall,A,SUZIE SILVER,11.0,7,2010-09
11448,60415,ADV ETB: ANIMATION,ART,2010,Fall,A,EDWARD CANAAN,11.43,8,2010-09
11449,60424,ADV CP/ETB: SPEC TPC,ART,2010,Fall,A,PAOLO PEDERCINI,9.0,9,2010-09
11450,60429,ADV ETB SPEC TOPIC,ART,2010,Fall,A,RICHARD PELL,10.57,7,2010-09
11455,60462,ADV PDP:RTHG MX MD,ART,2010,Fall,A,JON BECKLEY,9.88,8,2010-09
11456,60470,ADV PDP SPECIAL TOPC,ART,2010,Fall,A,KIMBERLY BECK,11.0,6,2010-09
11463,62102,MODERN DANCE WRKSHP,CFA,2010,Fall,A,DARIA WARD,3.67,10,2010-09
11467,62175,DESCRIPTIVE GEOMETRY,CFA,2010,Fall,A,RAMESH KRISHNAMURTI,7.57,35,2010-09
11468,62190,BXA FRSHMN RSRCH SEM,CFA,2010,Fall,A,FRANCO SCIANNAMEO,2.5,12,2010-09
11469,62241,BL WH PHOTOGRPHY II,CFA,2010,Fall,A,JAMIE GRUZSKA,8.86,7,2010-09
11474,62371,PHOTOG FIRST 100 YRS,CFA,2010,Fall,A,LINDA BENEDICT-JONES,5.92,13,2010-09
11475,62381,CLR PHOTOG DIGTL OUT,CFA,2010,Fall,A,PATRICIA MAURIDES,8.43,7,2010-09
11476,51171,HUMAN EXPER IN DES,DES,2010,Fall,A,BRETT YASKO,5.18,17,2010-09
11478,51201,BASIC TYPOGRPHY CD I,DES,2010,Fall,A,DANIEL BOYARSKI,10.33,9,2010-09
11480,51229,DIGTL PHOTO IMAGING,DES,2010,Fall,A,DYLAN VITONE,9.09,11,2010-09
11483,51241,HOW PEOPLE WORK,DES,2010,Fall,A,BRUCE HANINGTON,6.25,13,2010-09
11485,51251,DIGITAL PROTOTYPING,DES,2010,Fall,A2,MATTHEW SASS,4.63,9,2010-09
11486,51261,COMM DES FUNDMNTLS,DES,2010,Fall,A,KIMBERLY DOWD,6.5,6,2010-09
11487,51261,COMM DES FUNDMNTLS,DES,2010,Fall,B,STEPHANIE MEIER,8.0,11,2010-09
11489,51271,DESIGN HISTORY I,DES,2010,Fall,A,SUSAN FUNKENSTEIN,5.8,31,2010-09
11490,51301,ADV TYPOGRPHY CD III,DES,2010,Fall,A,KRISTIN HUGHES,11.86,7,2010-09
11491,51311,PRODCT DESIGN ID III,DES,2010,Fall,A,ERIC ANDERSON,13.63,8,2010-09
11494,51327,INTRO TO WEB DESIGN,DES,2010,Fall,A,ROBERT THOMPSON,8.5,6,2010-09
11495,51327,INTRO TO WEB DESIGN,DES,2010,Fall,B,ROBERT THOMPSON,6.0,9,2010-09
11500,51349,VISUAL NOTATION,DES,2010,Fall,A2,MARK MENTZER,6.0,6,2010-09
11505,51415,SR. PRJ: PIECES,DES,2010,Fall,A,DYLAN VITONE,13.45,11,2010-09
11507,51425,BEGINNING BK ARTS LB,DES,2010,Fall,A,JOSEPH DICEY,3.88,8,2010-09
11509,51701,GRAD DESIGN SEMNR I,DES,2010,Fall,A,IAN HARGRAVES,9.09,11,2010-09
11510,51707,VISUAL PROCESSES,DES,2010,Fall,A2,STEPHEN STADELMEIER,5.0,9,2010-09
11511,51709,USER RESEARCH METHDS,DES,2010,Fall,A1,MATTHEW BEALE,6.36,11,2010-09
11512,51711,GRAD DESIGN STUDIO I,DES,2010,Fall,A,DANIEL BOYARSKI,11.33,9,2010-09
11513,51725,BASIC INTERACTION,DES,2010,Fall,A,JOHN ZIMMERMAN,12.5,6,2010-09
11514,51747,GRADUATE PROTYPING,DES,2010,Fall,A,BRIAN STASZEL,8.25,12,2010-09
11515,51761,COMM DES FUNDMNTLS,DES,2010,Fall,A,RITA LEE,10.33,9,2010-09
11516,51761,COMM DES FUNDMNTLS,DES,2010,Fall,B,GRETCHEN MENDOZA,9.5,6,2010-09
11517,51761,COMM DES FUNDMNTLS,DES,2010,Fall,C,RANDY ZIEGLER,10.0,15,2010-09
11518,51761,COMM DES FUNDMNTLS,DES,2010,Fall,D,RANDY ZIEGLER,10.45,11,2010-09
11519,51763,INDUS DES FNDMNTLS,DES,2010,Fall,A,TIM CUNNINGHAM,10.57,7,2010-09
11520,51765,INTRO INDS DSGN FUND,DES,2010,Fall,A1,TIM CUNNINGHAM,8.6,15,2010-09
11521,51779,INFO+INTRACT+PERCPTN,DES,2010,Fall,A,STACIE ROHRBACH,8.0,9,2010-09
11522,51785,DESIGNING FR SERVICE,DES,2010,Fall,A,MISO KIM,10.0,6,2010-09
11524,51831,METHODOLOGY VISULTN,DES,2010,Fall,A,MATTHEW ZYWICA,9.8,10,2010-09
11525,51845,PRGMTC CLR NON-CD MJ,DES,2010,Fall,A,KRISTIN HUGHES,8.6,6,2010-09
11539,54109,DRAMATURGY I:APP TXT,DRA,2010,Fall,A,WENDY ARONS,6.2,10,2010-09
11542,54157,BASIC PTM,DRA,2010,Fall,A,KEVIN HINES,5.21,14,2010-09
11545,54171,BASIC DESIGN,DRA,2010,Fall,A,SUSAN TSU,11.0,12,2010-09
11547,54177,FOUNDATIONS DRAMA I,DRA,2010,Fall,B,JOHN DAWSON,7.5,6,2010-09
11551,54191,ACTNG FOR NON-MAJORS,DRA,2010,Fall,B,JOSHUA GELB,4.33,9,2010-09
11560,54239,HIST OF ARC & DECOR,DRA,2010,Fall,A,RICHARD BLOCK,4.0,9,2010-09
11561,54245,HISTORY OF CLOTHING,DRA,2010,Fall,A,BARBARA ANDERSON,5.43,7,2010-09
11562,54247,DRAMATURGY 3:ADAPTN,DRA,2010,Fall,A,MICHAEL CHEMERS,6.91,11,2010-09
11565,54271,TECHNICAL MANAGEMENT,DRA,2010,Fall,A,TINA SHACKLEFORD,5.0,6,2010-09
11566,54273,TCHNL DIRECTION I,DRA,2010,Fall,A,DAVID BOEVERS,5.38,8,2010-09
11567,54277,STAGE MANAGEMENT I,DRA,2010,Fall,A,TINA SHACKLEFORD,4.33,9,2010-09
11568,54281,FOUNDATNS DRAMA II,DRA,2010,Fall,A,MICHAEL CHEMERS,6.71,7,2010-09
11569,54281,FOUNDATNS DRAMA II,DRA,2010,Fall,B,MICHAEL CHEMERS,5.5,6,2010-09
11586,54333,PRODUCTN PERSNL MGT,DRA,2010,Fall,A,DAVID HOLCOMB,7.25,8,2010-09
11593,54353,STRUC DESIGN I,DRA,2010,Fall,A,KEVIN HINES,7.14,7,2010-09
11598,54381,HISTORY OF DRAMA,DRA,2010,Fall,A,WENDY ARONS,4.25,8,2010-09
11599,54382,HISTORY OF DRAMA,DRA,2010,Fall,A1,SUSAN TSU,7.63,8,2010-09
11619,54517,DRCTORS CLLOQUIUM,DRA,2010,Fall,A,JED HARRIS,2.0,7,2010-09
11623,54703,APPLD INTERNSHP FALL,DRA,2010,Fall,A,DAVID HOLCOMB,8.5,6,2010-09
11638,54761,PRODCTN PREP GRAD I,DRA,2010,Fall,A,DAVID HOLCOMB,13.0,6,2010-09
11667,57008,VOCAL MASTER CLASS I,MUS,2010,Fall,A,KAREN VERM,3.0,6,2010-09
11671,57031,COMPSTN STDO CLASS,MUS,2010,Fall,A,LEONARDO BALADA,2.0,7,2010-09
11675,57101,INTRO MUSC TECHNLGY,MUS,2010,Fall,B2,BENJAMIN OPIE,5.5,6,2010-09
11700,57149,BASIC HARMONY I,MUS,2010,Fall,A,MARK DOMENCIC,6.91,11,2010-09
11701,57152,HARMONY I,MUS,2010,Fall,A,RICHARD RANDALL,5.38,8,2010-09
11702,57152,HARMONY I,MUS,2010,Fall,B,R. JAMES WHIPPLE,5.9,10,2010-09
11703,57152,HARMONY I,MUS,2010,Fall,C,R. JAMES WHIPPLE,7.4,10,2010-09
11704,57161,EURHYTHMICS I,MUS,2010,Fall,A,Stephen NEELY,4.57,7,2010-09
11705,57161,EURHYTHMICS I,MUS,2010,Fall,B,Stephen NEELY,6.0,6,2010-09
11706,57161,EURHYTHMICS I,MUS,2010,Fall,C,Stephen NEELY,4.25,8,2010-09
11709,57163,EURHYTHMICS III,MUS,2010,Fall,B,Stephen NEELY,4.63,8,2010-09
11711,57171,INTRO MUSIC TECHNLGY,MUS,2010,Fall,A2,BENJAMIN OPIE,5.0,6,2010-09
11714,57173,SURVEY WEST MUS HIST,MUS,2010,Fall,A,PAUL JOHNSTON,4.51,37,2010-09
11721,57185,ADVANCED SOLFEGE I,MUS,2010,Fall,A,NATALIE OZEAS,3.29,7,2010-09
11722,57188,REPERTOIRE & LISTEN,MUS,2010,Fall,A,PAUL JOHNSTON,2.63,24,2010-09
11723,57189,REP/LISTEN FOR MUS 1,MUS,2010,Fall,1,PAUL JOHNSTON,2.0,9,2010-09
11724,57191,KEYBOARD STUDIES,MUS,2010,Fall,A,CARLA LAROCCA,3.67,9,2010-09
11728,57221,ITALIAN DICTION,MUS,2010,Fall,A,DOUGLAS AHLSTEDT,2.0,6,2010-09
11742,57240,ACTING I,MUS,2010,Fall,A,ANTHONY MCKAY,5.5,6,2010-09
11743,57257,ORCHESTRATION I,MUS,2010,Fall,A,NANCY GALBRAITH,5.5,6,2010-09
11744,57283,MUSIC HISTORY I,MUS,2010,Fall,A,STEPHEN SCHULTZ,5.0,15,2010-09
11745,57289,REP LSTNG MUSCNS III,MUS,2010,Fall,1,PAUL JOHNSTON,2.75,16,2010-09
11747,57306,WORLD MUSIC,MUS,2010,Fall,A,ALBERTO ALMARZA,2.33,9,2010-09
11751,57337,SOUND RECORDING,MUS,2010,Fall,A1,RICCARDO SCHULZ,6.8,15,2010-09
11752,57337,SOUND RECORDING,MUS,2010,Fall,A2,RICCARDO SCHULZ,6.5,12,2010-09
11753,57338,SOUND EDITING & MSTR,MUS,2010,Fall,A2,RICCARDO SCHULZ,5.67,9,2010-09
11754,57347,ELCTRNC CMPTR MUSIC,MUS,2010,Fall,A,BENJAMIN OPIE,4.4,6,2010-09
11755,57347,ELCTRNC CMPTR MUSIC,MUS,2010,Fall,B,BENJAMIN OPIE,4.5,6,2010-09
11763,57408,FORM AND ANALYSIS,MUS,2010,Fall,A,MARILYN THOMAS,4.63,8,2010-09
11764,57408,FORM AND ANALYSIS,MUS,2010,Fall,B,MARILYN THOMAS,4.7,10,2010-09
11765,57408,FORM AND ANALYSIS,MUS,2010,Fall,C,MARILYN THOMAS,4.0,6,2010-09
11766,57417,MAJOR CHORAL ENSMBLE,MUS,2010,Fall,A,ROBERT PAGE,5.38,8,2010-09
11767,57417,MAJOR CHORAL ENSMBLE,MUS,2010,Fall,B,ROBERT PAGE,5.27,12,2010-09
11780,57500,MAJOR STUDIO (VOICE),MUS,2010,Fall,C,RICHARD COWAN,9.0,6,2010-09
11781,57500,MAJOR STUDIO (VOICE),MUS,2010,Fall,D,LAURA VERY,9.5,8,2010-09
11796,57523,VOCAL COACHING,MUS,2010,Fall,C,ROSEANNA IRWIN,6.5,6,2010-09
11798,57605,THEORY ANALYSIS GRAD,MUS,2010,Fall,A,MARILYN THOMAS,3.88,8,2010-09
11799,57606,MUSIC HSTY GRAD STDT,MUS,2010,Fall,A,ROBERT FALLON,7.5,6,2010-09
11821,57737,LIT & REPERTOIRE,MUS,2010,Fall,D,THOMAS THOMPSON,2.86,7,2010-09
11824,57737,LIT & REPERTOIRE,MUS,2010,Fall,I,ALBERTO ALMARZA,6.29,7,2010-09
11831,57865,EURHYTHMICS GRD MSC,MUS,2010,Fall,A,ANNABELLE JOSEPH,5.27,11,2010-09
11833,57881,LIT & REP PIANO I,MUS,2010,Fall,A,RALPH ZITTERBART,4.0,7,2010-09
11834,57914,MUSIC AND NATURE,MUS,2010,Fall,A,ROBERT FALLON,6.71,7,2010-09
11836,57925,SYMPHONIES OF MAHLER,MUS,2010,Fall,A,STEPHEN SCHULTZ,5.24,26,2010-09
11854,57930,BAROQUE ENSEMBLE,MUS,2010,Fall,A,STEPHEN SCHULTZ,5.0,7,2010-09
11879,48105,ARC DSGN STU: FDT II,ARC,2010,Spring,A,"WOLFF, L.  (co-taught)",14.0,12,2010-01
11880,48105,ARC DSGN STU: FDT II,ARC,2010,Spring,A,"MORRIS, J.  (co-taught)",14.0,12,2010-01
11881,48105,ARC DSGN STU: FDT II,ARC,2010,Spring,B,"ARSCOTT, M.  (co-taught)",14.0,10,2010-01
11882,48105,ARC DSGN STU: FDT II,ARC,2010,Spring,B,"COCHRAN, E.  (co-taught)",14.0,10,2010-01
11883,48105,ARC DSGN STU: FDT II,ARC,2010,Spring,C,"GOLLI, J.  (co-taught)",14.0,11,2010-01
11884,48105,ARC DSGN STU: FDT II,ARC,2010,Spring,C,"JOHNSON, D.  (co-taught)",14.0,11,2010-01
11889,60414,ADV ETB ANM ART/TECH,ART,2010,Spring,A,"DUESING, J.  (co-taught)",11.0,7,2010-01
11890,60414,ADV ETB ANM ART/TECH,ART,2010,Spring,A,"HODGINS, J.  (co-taught)",10.5,7,2010-01
11893,51102,DESIGN STUDIO II,DES,2010,Spring,A,"CHUNG, W.  (co-taught)",13.06,16,2010-01
11894,51102,DESIGN STUDIO II,DES,2010,Spring,A,"HUGHES, K.  (co-taught)",13.18,16,2010-01
11895,51122,DESIGN DRAWING II,DES,2010,Spring,A,"ANDERSON, E.  (co-taught)",13.45,14,2010-01
11896,51122,DESIGN DRAWING II,DES,2010,Spring,A,"MENTZER, M.  (co-taught)",13.31,14,2010-01
11897,51222,COLOR/COMMUNICATION,DES,2010,Spring,A,"MENTZER, M.  (co-taught)",12.35,21,2010-01
11898,51222,COLOR/COMMUNICATION,DES,2010,Spring,A,"HUGHES, K.  (co-taught)",12.35,21,2010-01
11899,51302,TYPOGRAPHY IV,DES,2010,Spring,A,"VITONE, D.  (co-taught)",13.25,7,2010-01
11900,51302,TYPOGRAPHY IV,DES,2010,Spring,A,"BOYARSKI, D.  (co-taught)",11.86,7,2010-01
11909,54152,STAGECRAFT,DRA,2010,Spring,A,"BOEVERS, D.  (co-taught)",9.0,7,2010-01
11910,54152,STAGECRAFT,DRA,2010,Spring,A,"HINES, K.  (co-taught)",9.8,7,2010-01
11927,57020,FLTE STDO PERFM CLS,MUS,2010,Spring,A,"ALMARZA, A.  (co-taught)",11.6,10,2010-01
11928,57020,FLTE STDO PERFM CLS,MUS,2010,Spring,A,"BAXTRESSER, J.  (co-taught)",11.43,10,2010-01
11939,57418,MAJR INSTRMTL ENSMBL,MUS,2010,Spring,A,"COLWELL, D.  (co-taught)",7.67,20,2010-01
11940,57418,MAJR INSTRMTL ENSMBL,MUS,2010,Spring,A,"ZOLLMAN, R.  (co-taught)",8.25,20,2010-01
11945,57818,MAJR INSTRMTL ENSMBL,MUS,2010,Spring,A,"COLWELL, D.  (co-taught)",9.8,17,2010-01
11946,57818,MAJR INSTRMTL ENSMBL,MUS,2010,Spring,A,"ZOLLMAN, R.  (co-taught)",11.25,17,2010-01
11949,48100,ARCH DESIGN STUDIO,ARC,2010,Fall,A,"ABDUL-AZIZ, A.  (co-taught)",14.0,11,2010-09
11950,48100,ARCH DESIGN STUDIO,ARC,2010,Fall,A,"JOHNSON, D.  (co-taught)",14.0,11,2010-09
11951,48100,ARCH DESIGN STUDIO,ARC,2010,Fall,B,"CALISTI, L.  (co-taught)",14.0,13,2010-09
11952,48100,ARCH DESIGN STUDIO,ARC,2010,Fall,B,"COCHRAN, E.  (co-taught)",14.0,13,2010-09
11953,48100,ARCH DESIGN STUDIO,ARC,2010,Fall,C,"GOLLI, J.  (co-taught)",14.0,11,2010-09
11954,48100,ARCH DESIGN STUDIO,ARC,2010,Fall,C,"CROCE, A.  (co-taught)",14.0,11,2010-09
11957,48497,THESIS I,ARC,2010,Fall,A,"EL SAMAHY, R.  (co-taught)",7.65,17,2010-09
11958,48497,THESIS I,ARC,2010,Fall,A,"LUBETZ, A.  (co-taught)",8.0,17,2010-09
11959,48500,ARCH DGN STD URB LAB,ARC,2010,Fall,B,"KLINE, J.  (co-taught)",13.12,19,2010-09
11960,48500,ARCH DGN STD URB LAB,ARC,2010,Fall,B,"FOLAN, J.  (co-taught)",12.76,19,2010-09
11961,60230,3-D MEDIA STUDIO II,ART,2010,Fall,A2,"WOLMUTH, D.  (co-taught)",8.5,7,2010-09
11962,60230,3-D MEDIA STUDIO II,ART,2010,Fall,A2,"KUMATA, C.  (co-taught)",8.43,7,2010-09
11963,60390,SPECIAL TOPICS,ART,2010,Fall,A,"BURGESS, L.  (co-taught)",6.13,8,2010-09
11964,60390,SPECIAL TOPICS,ART,2010,Fall,A,"KLANCHER, J.  (co-taught)",5.75,8,2010-09
11965,60435,SIS: METALS,ART,2010,Fall,A,"WOLMUTH, D.  (co-taught)",9.88,8,2010-09
11966,60435,SIS: METALS,ART,2010,Fall,A,"KUMATA, C.  (co-taught)",12.13,8,2010-09
11971,51101,DESIGN STUDIO I,DES,2010,Fall,A,"ROHRBACH, S.  (co-taught)",12.62,13,2010-09
11972,51101,DESIGN STUDIO I,DES,2010,Fall,A,"STADELMEIER, S.  (co-taught)",12.62,13,2010-09
11973,51121,DESIGN DRAWING I,DES,2010,Fall,A,"BASKINGER, M.  (co-taught)",13.54,13,2010-09
11974,51121,DESIGN DRAWING I,DES,2010,Fall,A,"MENTZER, M.  (co-taught)",13.54,13,2010-09
11975,51211,GENERATN OF FRM ID I,DES,2010,Fall,A,"BASKINGER, M.  (co-taught)",13.25,8,2010-09
11976,51211,GENERATN OF FRM ID I,DES,2010,Fall,A,"MERRIMAN, T.  (co-taught)",13.25,8,2010-09
11981,51471,PRACTICING DESIGN,DES,2010,Fall,A,"KENDRA, K.  (co-taught)",2.0,20,2010-09
11982,51471,PRACTICING DESIGN,DES,2010,Fall,A,"FLETCHER, T.  (co-taught)",2.0,20,2010-09
11985,54151,STAGECRAFT,DRA,2010,Fall,A,"BOEVERS, D.  (co-taught)",10.5,6,2010-09
11986,54151,STAGECRAFT,DRA,2010,Fall,A,"HOLCOMB, D.  (co-taught)",6.0,6,2010-09
11987,54169,STUDIOCRAFT,DRA,2010,Fall,A,"BLOCK, R.  (co-taught)",13.31,13,2010-09
11988,54169,STUDIOCRAFT,DRA,2010,Fall,A,"BOEVERS, D.  (co-taught)",4.5,13,2010-09
11989,54175,CONSERVATORY HOUR,DRA,2010,Fall,A,"BLOCK, R.  (co-taught)",2.14,23,2010-09
11990,54175,CONSERVATORY HOUR,DRA,2010,Fall,A,"HOLCOMB, D.  (co-taught)",2.6,23,2010-09
11991,54200,GHOST LIGHT FORUM,DRA,2010,Fall,A,"PARKS, L.  (co-taught)",2.0,6,2010-09
11992,54200,GHOST LIGHT FORUM,DRA,2010,Fall,A,"ARCHER, C.  (co-taught)",2.0,6,2010-09
11993,54221,DIRECTING II: FNDMTL,DRA,2010,Fall,A,"HARRIS, J.  (co-taught)",3.64,14,2010-09
11994,54221,DIRECTING II: FNDMTL,DRA,2010,Fall,A,"MARTIN, A.  (co-taught)",5.67,14,2010-09
11999,54409,THEATRE LAB UNDGRD,DRA,2010,Fall,A,"HARRIS, J.  (co-taught)",5.43,7,2010-09
12000,54409,THEATRE LAB UNDGRD,DRA,2010,Fall,A,"HANDEL, R.  (co-taught)",6.0,7,2010-09
12013,57020,FLTE STDO PERFM CLS,MUS,2010,Fall,A,"ALMARZA, A.  (co-taught)",10.57,14,2010-09
12014,57020,FLTE STDO PERFM CLS,MUS,2010,Fall,A,"BAXTRESSER, J.  (co-taught)",10.31,14,2010-09
12019,57111,MOVEMENT AND DANCE I,MUS,2010,Fall,A,"DE LA REZA, M.  (co-taught)",4.4,6,2010-09
12020,57111,MOVEMENT AND DANCE I,MUS,2010,Fall,A,"KOPE, P.  (co-taught)",4.0,6,2010-09
12027,57332,INTRO TO CONDUCTING,MUS,2010,Fall,B,"DOUGLAS, T.  (co-taught)",3.5,6,2010-09
12028,57332,INTRO TO CONDUCTING,MUS,2010,Fall,B,"COLWELL, D.  (co-taught)",3.5,6,2010-09
12029,57418,MAJR INSTRMTL ENSMBL,MUS,2010,Fall,A,"COLWELL, D.  (co-taught)",6.64,16,2010-09
12030,57418,MAJR INSTRMTL ENSMBL,MUS,2010,Fall,A,"ZOLLMAN, R.  (co-taught)",9.5,16,2010-09
12033,57510,MAJOR STUDIO (FLUTE),MUS,2010,Fall,A,"ALMARZA, A.  (co-taught)",14.0,7,2010-09
