Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course
Spring,2015,MARTI LOUW,HCI,05292,LEARNING MEDIA MTHDS,A4,6,12,50%,8.60,4.33,3.83,4.17,4.17,4.50,4.40,4.67,4.17,4.00
Spring,2015,CHRISTOPHER HARRISON,HCI,05391,DES HUMN CENTRD SFTW,A,42,56,75%,9.07,4.36,3.83,3.93,3.69,4.60,4.45,4.37,4.22,4.02
Spring,2015,ROBERTA KLATZKY,HCI,05395,APPLCTNS COG SCIENCE,A,2,2,100%,6.50,5.00,5.00,4.50,3.50,5.00,5.00,3.50,4.00,4.50
Spring,2015,LAURA DABBISH,HCI,05413,HUMAN FACTORS,A,5,14,36%,6.20,4.40,4.20,4.40,4.60,4.80,4.60,4.80,4.60,4.40
Spring,2015,AMY OGAN,HCI,05418,DESIGN EDUCTNL GAMES,A,14,21,67%,10.14,4.43,4.00,4.14,3.50,4.21,4.21,4.50,4.14,4.00
Spring,2015,CAROLYN ROSE,HCI,05434,APPLD MACHINE LEARNG,A,2,3,67%,9.50,4.00,4.00,3.50,4.00,4.00,3.50,4.00,3.00,3.00
Spring,2015,LORRIE CRANOR,HCI,05436,USUABLE PRV SECURITY,A,2,3,67%,8.00,5.00,5.00,5.00,4.50,4.00,4.50,4.50,4.50,4.50
Spring,2015,ANIKET KITTUR,HCI,05499,SP TPC IN HCI,A,3,12,25%,5.00,4.33,4.00,4.00,4.00,5.00,4.67,5.00,4.00,4.00
Spring,2015,JEFFREY BIGHAM,HCI,05499,SP TPC IN HCI,C,7,16,44%,8.00,4.86,4.14,4.29,3.29,4.57,4.14,4.86,4.29,4.29
Spring,2015,INDRA SZEGEDY,HCI,05589,INDEP STUDY HCI UG,A,5,20,25%,8.60,4.80,4.80,4.80,4.80,4.80,4.80,4.80,4.80,4.80
Spring,2015,JENNIFER DATE,HCI,05688,SMALL GRP STUDY HCI,A,6,11,55%,12.50,4.67,4.67,4.50,4.67,4.50,4.17,4.50,4.50,4.67
Spring,2015,ROBERT KRAUT,HCI,05772,SOCIAL PERSPCTVS HCI,A4,11,14,79%,10.45,4.45,4.09,4.00,4.00,4.36,4.27,4.73,4.18,4.27
Spring,2015,BRAD MYERS,HCI,05773,C S PERSPECTIVES HCI,A3,12,12,100%,8.25,4.67,4.75,4.67,4.17,4.67,4.50,4.75,4.58,4.67
Spring,2015,JOHN ZIMMERMAN,HCI,05774,DSGN PRSPCTVS HCII,A3,9,10,90%,10.00,4.89,4.44,4.33,4.33,4.44,4.44,4.33,4.56,4.44
Spring,2015,ROBERTA KLATZKY,HCI,05795,APPLCTNS COG SCIENCE,A,3,3,100%,15.33,3.67,4.00,4.33,4.33,4.33,4.33,4.00,4.33,4.33
Spring,2015,LAURA DABBISH,HCI,05813,HUMAN FACTORS,A,4,7,57%,10.25,4.75,3.50,4.25,4.25,4.50,4.25,5.00,3.25,3.50
Spring,2015,AMY OGAN,HCI,05818,DESIGN EDUCTNL GAMES,A,12,15,80%,11.00,4.42,4.08,4.17,4.08,4.17,4.25,4.83,3.92,4.00
Spring,2015,SCOTT HUDSON,HCI,05833,GADG SENS & ACTV REC,A,25,47,53%,10.64,4.32,4.36,4.28,4.08,4.44,4.28,4.56,4.20,4.24
Spring,2015,CAROLYN ROSE,HCI,05834,APPLD MACHINE LEARNG,A,25,30,83%,9.44,4.04,4.04,4.00,4.04,3.96,3.64,4.08,3.71,3.60
Spring,2015,JENNIFER MANKOFF,HCI,05839,DATA INTRACT SYS,A,19,28,68%,13.28,4.37,4.21,4.16,4.11,4.32,4.05,4.42,3.89,4.05
Spring,2015,CHRISTOPHER HARRISON,HCI,05891,DES HUMAN CENTR SFTW,A,13,15,87%,10.85,4.77,4.15,4.54,4.15,4.85,4.77,4.77,4.77,4.69
Spring,2015,ANIKET KITTUR,HCI,05899,SPECIAL TPCS IN HCI,A,5,10,50%,12.20,4.40,4.00,4.40,4.00,4.40,4.60,4.80,4.40,4.40
Spring,2015,JEFFREY BIGHAM,HCI,05899,SPECIAL TPCS IN HCI,C,10,13,77%,10.70,4.50,4.20,4.30,4.30,4.70,4.60,4.60,4.40,4.30
Spring,2015,EDWARD ENGLER,HCI,05899,SPECIAL TPCS IN HCI,D,2,3,67%,11.00,4.50,5.00,5.00,5.00,5.00,5.00,4.50,4.50,4.50
Spring,2015,CAROLYN ROSE,HCI,05899,SPECIAL TPCS IN HCI,E,8,8,100%,11.00,4.38,3.88,3.88,4.00,4.38,4.38,4.29,3.88,4.00
Spring,2015,JAMES HERBSLEB,ISR,08200,ETHCS POLICY CMPTNG,A,7,10,70%,5.43,5.00,4.71,4.86,4.71,4.86,4.86,5.00,4.86,4.71
Spring,2015,LORRIE CRANOR,ISR,08534,USABLE PRIVACY SECTY,A,2,4,50%,9.50,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2015,YUVRAJ AGARWAL,ISR,08540,GREEN COMPUTING,A,5,5,100%,11.20,4.00,4.00,4.00,3.60,4.60,4.40,4.20,4.00,3.60
Spring,2015,TRAVIS BREAUX,ISR,08605,ENGN PRIV SOFTWARE,A,3,5,60%,11.00,3.67,2.33,2.33,2.00,2.67,3.00,4.00,2.67,2.33
Spring,2015,SUNDER KEKRE,ISR,08708,ERP SUPPLY CHAIN,C4,12,15,80%,10.42,4.33,4.50,4.50,4.58,4.58,4.58,4.92,4.58,4.25
Spring,2015,TERRY LEE,ISR,08722,DATA STRCR APPL PRGM,A4,124,143,87%,11.82,4.87,4.85,4.83,4.70,4.82,4.83,4.85,4.83,4.77
Spring,2015,JASON MUSSITSCH,ISR,08724,CLIENT-SDE WEB TCHNL,A3,45,51,88%,10.98,4.84,4.87,4.87,4.78,4.82,4.91,4.93,4.87,4.87
Spring,2015,LORRIE CRANOR,ISR,08734,USABLE PRVCY & SECUR,A,7,9,78%,11.57,4.43,4.43,4.29,4.57,4.57,4.57,4.43,4.71,4.43
Spring,2015,NORMAN SADEH,ISR,08766,MOBL PERVASV COMP SV,A3,7,10,70%,9.29,4.57,4.86,4.86,4.57,4.86,4.86,4.86,4.86,4.71
Spring,2015,NORMAN SADEH,ISR,08781,MBL PRVSV CMPTNG SRV,A3,22,31,71%,9.82,4.82,4.91,4.95,4.95,4.86,4.64,4.82,4.64,4.55
Spring,2015,KATHLEEN CARLEY,ISR,08801,DYNAMC NETWRK ANALYS,1,4,5,80%,12.50,4.50,4.50,4.50,3.50,5.00,4.50,5.00,4.50,4.50
Spring,2015,JAMES HERBSLEB,ISR,08803,EMPERCL MTHD SCO TCH,A,3,4,75%,6.00,4.33,4.67,4.33,4.50,5.00,4.00,4.50,4.50,4.50
Spring,2015,JUERGEN PFEFFER,ISR,08996,COS INDEP STUDY,C,1,3,33%,5.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2015,JUERGEN PFEFFER,ISR,08997,COS GRAD READ RSRCH,C,1,2,50%,21.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2015,KATHLEEN CARLEY,ISR,08998,COS PRACTM PRACT SCI,A,5,7,71%,7.40,4.60,4.20,4.60,4.00,4.20,4.40,4.60,4.20,4.00
Spring,2015,CAROLYN ROSE,LTI,11344,MACHINE LRNG PRACTCE,A,2,6,33%,5.00,4.00,5.00,5.00,3.00,4.00,4.00,4.00,3.50,4.00
Spring,2015,YIMING YANG,LTI,11441,MACH LRNG TXT MINING,A,1,3,33%,8.00,5.00,5.00,5.00,4.00,5.00,5.00,4.00,4.00,5.00
Spring,2015,JAMES CALLAN,LTI,11442,SEARCH ENGINES,A,1,2,50%,8.00,5.00,5.00,5.00,3.00,5.00,5.00,5.00,5.00,5.00
Spring,2015,RAVI STARZL,LTI,11601,CODING BOOT-CAMP,A,34,45,76%,11.09,4.12,4.12,4.09,3.94,4.12,4.09,4.24,3.94,3.91
Spring,2015,ANTHONY TOMASIC,LTI,11633,MCDS INDPNT STUDY,B,7,10,70%,5.43,4.29,3.86,4.14,4.43,4.14,4.29,4.43,4.43,4.43
Spring,2015,YIMING YANG,LTI,11641,MACH LRNG TXT MINING,A,26,33,79%,10.52,3.80,3.80,3.68,3.40,3.84,3.44,3.60,3.20,3.46
Spring,2015,JAMES CALLAN,LTI,11642,SEARCH ENGINES,A,35,41,85%,13.41,4.79,4.79,4.71,4.62,4.76,4.85,4.85,4.76,4.74
Spring,2015,RONALD ROSENFELD,LTI,11661,LANGUAGE AND STATIST,A,25,32,78%,10.08,4.80,4.76,4.76,4.72,4.84,4.84,4.92,4.80,4.68
Spring,2015,CAROLYN ROSE,LTI,11663,APPLIED MACH. LRNG.,A,12,14,86%,8.25,4.08,4.33,4.33,4.33,4.42,3.75,4.58,4.00,3.75
Spring,2015,RAVI STARZL,LTI,11675,BIG DTA SYS PRAC.,A,34,49,69%,11.03,3.91,3.85,3.94,3.91,4.09,3.79,4.29,3.76,3.76
Spring,2015,ERIC XING,LTI,11690,MIIS DIRECTED STUDY,BB,1,2,50%,11.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2015,CAROLYN ROSE,LTI,11690,MIIS DIRECTED STUDY,O,2,3,67%,9.50,4.50,4.50,4.50,4.00,4.50,4.50,5.00,5.00,5.00
Spring,2015,ANATOLE GERSHMAN,LTI,11690,MIIS DIRECTED STUDY,SS,3,3,100%,14.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2015,ERIC NYBERG,LTI,11696,MIIS CAPSN PLNG SEMR,A,10,14,71%,7.40,4.50,4.50,4.50,4.30,4.40,4.50,4.50,4.40,4.40
Spring,2015,DU (JOHN) VU,LTI,11699,MSBIC PRGM CAPSTONE,A,9,14,64%,24.22,4.67,4.78,4.67,4.67,4.78,4.67,4.78,4.78,4.78
Spring,2015,ALON LAVIE,LTI,11700,LTI COLLOQUIUM,A,55,107,51%,3.81,3.72,3.89,3.77,3.62,3.66,3.72,4.00,3.63,3.54
Spring,2015,ALON LAVIE,LTI,11712,LAB IN NLP,A,4,5,80%,10.50,4.33,4.50,4.25,4.33,4.33,4.33,4.25,4.67,4.00
Spring,2015,CAROLYN ROSE,LTI,11719,COMPTNL MDLS DSC ANL,A,7,9,78%,10.14,4.86,4.71,4.86,5.00,5.00,4.71,5.00,4.86,4.86
Spring,2015,LORRAINE LEVIN,LTI,11723,LINGUISTICS LAB,A,2,3,67%,5.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,4.50,5.00
Spring,2015,YIMING YANG,LTI,11741,MACH LRNG TXT MINING,A,5,8,63%,6.80,4.60,4.20,4.20,4.20,4.40,4.20,4.20,3.80,3.80
Spring,2015,YIMING YANG,LTI,11745,ADV STAT LRNG SEMINA,A,6,10,60%,4.00,4.83,4.67,4.67,4.33,4.67,4.67,4.50,4.67,4.67
Spring,2015,BHIKSHA RAMAKRISHNAN,LTI,11755,MACHINE LRNG SGN PRC,A,18,26,69%,16.44,4.72,4.67,4.78,4.11,4.78,4.72,4.61,4.78,4.67
Spring,2015,BHIKSHA RAMAKRISHNAN,LTI,11756,DESGN IMPL SP RC SYS,A,2,2,100%,14.00,5.00,4.00,4.50,4.00,5.00,5.00,5.00,5.00,5.00
Spring,2015,RONALD ROSENFELD,LTI,11761,LANG & STATS,A,8,12,67%,8.43,4.75,4.63,4.50,4.25,4.13,4.63,4.88,4.88,4.38
Spring,2015,WILLIAM COHEN,LTI,11805,MACH LRNG LRG DATA,A,2,4,50%,8.00,4.00,4.00,4.00,3.50,4.50,3.50,4.50,4.00,4.00
Spring,2015,NATASA MISKOV-ZIVANOV,LTI,11910,DIRECTED RESEARCH,AS,1,2,50%,17.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2015,ALEXANDER SMOLA,LTI,11910,DIRECTED RESEARCH,BC,1,2,50%,21.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2015,NORMAN SADEH,LTI,11910,DIRECTED RESEARCH,OO,1,3,33%,24.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2015,RAVI STARZL,LTI,11920,IND STUDY: BREADTH,AV,5,5,100%,12.40,4.60,4.60,4.40,4.60,4.60,4.40,4.80,4.80,4.60
Spring,2015,RONALD ROSENFELD,MLG,10601,MACHINE LEARNING,A,121,182,66%,12.39,4.50,4.45,4.46,4.30,4.52,4.47,4.62,4.43,4.43
Spring,2015,WILLIAM COHEN,MLG,10605,MCH LRNG LRG DTAST,A,83,118,70%,12.66,3.81,3.60,3.70,3.47,3.88,3.63,4.17,3.47,3.51
Spring,2015,WILLIAM COHEN,MLG,10697,READING & RESEARCH,A,2,3,67%,25.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50
Spring,2015,ALEXANDER SMOLA,MLG,10701,MACHINE LEARNING,A,72,91,79%,17.04,3.00,3.04,3.08,2.67,3.60,2.90,3.22,2.70,3.04
Spring,2015,ERIC XING,MLG,10708,PROB GRAPHCL MODELS,A,47,67,70%,15.55,3.94,3.96,4.09,3.53,4.28,3.77,4.19,3.74,3.96
Spring,2015,RYAN TIBSHIRANI,MLG,10725,CONVEX OPTIMIZATION,A,43,68,63%,14.60,4.60,4.58,4.65,4.42,4.72,4.74,4.63,4.63,4.65
Spring,2015,WILLIAM COHEN,MLG,10805,ML W/LARGE DATASETS,A,1,2,50%,11.00,5.00,5.00,5.00,4.00,4.00,5.00,5.00,4.00,4.00
Spring,2015,ROY MAXION,MLG,10915,MLD JOURNAL CLUB,A,7,15,47%,3.29,4.29,4.14,4.14,4.86,4.57,4.43,4.86,4.43,3.86
Spring,2015,CHRISTOPHER ATKESON,ROB,16264,HUMANOIDS,A,14,26,54%,5.21,4.29,3.79,4.00,3.62,4.43,4.14,4.54,4.21,4.00
Spring,2015,GEORGE KANTOR,ROB,16299,INTRO FEEDBK CTL SYS,A,12,23,52%,8.25,4.83,4.83,4.67,4.33,4.67,4.58,4.92,4.75,4.58
Spring,2015,HOWARD CHOSET,ROB,16311,INTRO TO ROBOTICS,A,20,35,57%,19.00,3.30,3.15,3.50,2.70,3.80,3.00,3.25,2.85,3.40
Spring,2015,KRIS KITANI,ROB,16385,COMPUTER VISION,A,29,45,64%,7.04,4.48,4.52,4.59,3.83,4.52,4.34,4.79,4.45,4.31
Spring,2015,JAMES MCCANN,ROB,16465,GAME ENGINE PROGRMNG,A,13,16,81%,7.25,3.92,2.69,2.92,3.38,3.62,3.38,4.38,3.23,2.62
Spring,2015,YONG-LAE PARK,ROB,16474,ROBOTICS CAPSTONE,A,6,7,86%,11.00,2.83,1.83,2.67,2.50,2.33,2.50,3.50,2.33,2.67
Spring,2015,JOHN DOLAN,ROB,16682,MRSD PROJECT II,A,32,42,76%,18.97,4.50,4.50,4.44,4.44,4.28,4.34,4.53,4.41,4.47
Spring,2015,HAGEN SCHEMPF,ROB,16698,MRSD BUSINESS SEMNR,A,32,42,76%,6.97,4.31,3.94,4.16,4.22,4.31,4.13,4.56,4.19,4.22
Spring,2015,HARTMUT GEYER,ROB,16711,KNMTCS DYN SYS & CTL,A,34,48,71%,13.26,4.12,4.15,4.41,3.65,4.24,3.94,4.65,3.94,4.00
Spring,2015,SRINIVASA NARASIMHAN,ROB,16720,COMPUTER VISION,A,38,51,75%,14.55,4.55,4.37,4.45,4.05,4.46,4.55,4.68,4.53,4.47
Spring,2015,CHRISTOPHER ATKESON,ROB,16745,DYNAMIC OPTIMIZTN,A,15,18,83%,9.07,4.40,3.50,3.67,3.27,4.33,3.80,4.40,4.00,3.87
Spring,2015,ALONZO KELLY,ROB,16761,MOBILE ROBOTS,A,23,36,64%,13.83,4.26,3.91,4.17,3.83,4.35,4.13,4.48,4.09,3.91
Spring,2015,"DOLAN, J.  (co-taught)",ROB,16778,MECHATRONIC DESIGN,A,1,3,33%,11.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
Spring,2015,MARTIAL HEBERT,ROB,16822,GMTRY BSD MTH IN VIS,A,16,20,80%,13.81,4.50,4.25,4.19,3.88,4.63,4.69,4.81,4.56,4.44
Spring,2015,ABHINAV GUPTA,ROB,16824,VSL LRNG & RECOGNTN,A,14,22,64%,8.43,4.64,4.54,4.57,4.29,4.64,4.43,4.57,4.71,4.57
Spring,2015,DAVID WETTERGREEN,ROB,16850,SYSTEMS ENGINEERING,A,13,28,46%,11.23,3.85,3.85,3.92,3.69,3.85,3.77,4.15,3.62,3.23
Spring,2015,WILLIAM RED WHITTAKER,ROB,16865,ADV MOBILE ROB DEV,A,18,31,58%,11.44,4.89,4.33,4.61,4.56,4.94,4.72,4.78,4.61,4.72
Spring,2015,MICHAEL CLARK,SE,17619,INTRO RT SFTWR SYSTM,D,4,7,57%,14.25,3.50,3.25,4.00,3.50,3.75,3.25,3.25,3.25,3.00
Spring,2015,MATTHEW BASS,SE,17638,SYS ARCH FOR MANAGRS,A4,6,8,75%,11.00,4.33,4.00,4.17,4.17,4.50,4.33,4.83,4.33,4.00
Spring,2015,JEFFREY GENNARI,SE,17654,ANLYS SFTWR ARTIFACT,A,31,45,69%,11.61,3.74,3.60,3.60,3.60,3.60,3.58,4.00,3.52,3.58
Spring,2015,JEFFREY GENNARI,SE,17654,ANLYS SFTWR ARTIFACT,D,3,10,30%,12.00,3.33,4.33,4.33,3.33,4.00,4.00,4.00,3.67,4.33
Spring,2015,JEFFREY GENNARI,SE,17654,ANLYS SFTWR ARTIFACT,G,3,10,30%,12.00,4.00,4.67,4.33,4.00,4.33,4.33,5.00,4.00,4.00
Spring,2015,ANDREW MELLINGER,SE,17655,ARCH SFTWR SYSTEMS,D,4,5,80%,14.75,5.00,5.00,5.00,4.75,5.00,5.00,5.00,5.00,4.75
Spring,2015,THOMAS KEATING,SE,17657,COMMCTN SOFT ENGR II,C,18,20,90%,2.83,4.50,4.44,4.39,4.56,4.44,4.50,4.67,4.61,4.44
Spring,2015,JAMES ROZUM,SE,17691,SOFTWARE DEVPT TOOLS,D4,2,5,40%,6.50,5.00,3.50,4.50,3.50,4.50,5.00,5.00,5.00,4.50
Spring,2015,JAMES HERBSLEB,SE,17703,EMP MTHD SOC-TCH RSR,A,5,6,83%,11.75,5.00,4.80,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Fall,2015,CARLETON KINGSFORD,CB,02201,PRGRMMING SCIENTISTS,1,5,9,56%,12.80,4.60,4.20,4.20,4.00,4.60,4.40,4.80,4.40,4.60
Fall,2015,PHILLIP COMPEAU,CB,02601,PRGRMMING SCIENTISTS,A,15,24,63%,14.20,4.27,4.27,4.20,3.93,4.14,4.20,4.67,3.93,3.93
Fall,2015,CARLETON KINGSFORD,CB,02613,ALGR & ADV DTA STRC,A,45,69,65%,12.60,4.40,4.53,4.56,4.27,4.33,4.36,4.62,4.24,4.29
Fall,2015,DU (JOHN) VU,CB,02651,NW TCHNLG FTR MRKTS,A,23,31,74%,8.09,4.87,4.74,4.83,4.83,4.87,4.70,4.91,4.78,4.65
Fall,2015,ARMAGHAN NAIK,CB,02652,FUNDMNTL BIOTECHNLGY,A,20,28,71%,10.35,4.95,4.90,4.85,4.85,4.70,4.75,4.90,4.80,4.75
Fall,2015,DU (JOHN) VU,CB,02654,BIOTCHNG ENTRP DEVLP,A,30,41,73%,12.31,4.67,4.73,4.70,4.63,4.63,4.67,4.72,4.67,4.60
Fall,2015,M DURAND,CB,02711,CMPT MOLC BLG GENMC,A,11,15,73%,10.55,5.00,4.82,4.82,4.73,4.73,4.73,4.73,4.64,4.55
Fall,2015,RUSSELL SCHWARTZ,CB,02712,CMPL MTHD BIO MDL SM,A,9,15,60%,15.89,4.78,4.89,5.00,4.67,5.00,4.89,4.89,4.78,4.78
Fall,2015,CHRISTOPHER LANGMEAD,CB,02730,CELL SYSTMS MODELING,1,6,9,67%,14.83,4.33,4.83,4.50,4.17,4.50,5.00,5.00,4.33,4.17
Fall,2015,CHRISTOPHER LANGMEAD,CB,02730,CELL SYSTMS MODELING,A,5,9,56%,11.80,4.40,4.60,4.60,4.20,4.60,5.00,4.80,4.40,4.20
Fall,2015,CHRISTOPHER LANGMEAD,CB,02750,AUTOMTN BIOLGL RESRC,A,28,45,62%,13.82,4.50,4.43,4.54,4.57,4.61,4.64,4.61,4.39,4.43
Fall,2015,ROGER DANNENBERG,CS,15104,INTRO COMP CRTV PRAC,1,33,47,70%,12.48,3.52,3.58,3.48,3.09,3.64,3.06,4.15,3.09,3.61
Fall,2015,GOLAN LEVIN,CS,15104,INTRO COMP CRTV PRAC,2,2,3,67%,17.50,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Fall,2015,DAVID KOSBIE,CS,15112,FNDMTLS OF PGMG & CS,1,153,206,74%,19.91,4.91,4.82,4.83,4.56,4.89,4.71,4.66,4.75,4.74
Fall,2015,MARK STEHLIK,CS,15112,FNDMTLS OF PGMG & CS,2,116,169,69%,18.84,4.75,4.79,4.78,4.58,4.80,4.78,4.81,4.71,4.76
Fall,2015,MARY BISHOP,CS,15112,FNDMTLS OF PGMG & CS,3,12,15,80%,25.27,4.33,3.42,3.58,3.25,3.42,3.08,4.67,3.27,3.33
Fall,2015,SAQUIB RAZAK,CS,15112,FNDMTLS OF PGMG & CS,W,24,25,96%,13.92,4.79,4.67,4.42,4.50,4.71,4.63,4.92,4.75,4.54
Fall,2015,JACOBO CARRASQUEL,CS,15121,INTRO DATA STRUCTURS,1,30,40,75%,10.10,3.03,3.77,3.69,2.97,3.53,3.59,2.80,3.17,3.30
Fall,2015,FRANK PFENNING,CS,15122,PRIN IMPRTV COMPTATN,1,67,131,51%,13.78,4.21,4.52,4.51,3.94,4.43,4.34,4.51,4.18,4.25
Fall,2015,THOMAS CORTINA,CS,15122,PRIN IMPRTV COMPTATN,2,123,205,60%,11.32,4.65,4.65,4.60,4.25,4.65,4.71,4.70,4.67,4.44
Fall,2015,JACOBO CARRASQUEL,CS,15128,FRSHMN IMGRATN COURS,A,91,149,61%,2.45,4.06,4.34,4.17,3.90,4.04,4.06,4.02,4.03,3.85
Fall,2015,KHALED HARRAS,CS,15129,FRESHMN IMMIGRTN II,W1,15,25,60%,6.47,4.87,4.80,4.80,4.73,4.73,4.67,4.87,4.73,4.33
Fall,2015,JACOBO CARRASQUEL,CS,15131,GREAT PRAC IDEAS CS,A,54,86,63%,2.41,4.26,4.19,4.39,4.19,4.33,3.98,4.50,4.00,4.11
Fall,2015,STEPHEN BROOKES,CS,15150,PRIN FNCTIONL PRGMMG,1,115,202,57%,14.00,3.66,3.94,3.95,3.36,3.97,3.90,3.93,3.59,3.64
Fall,2015,ILIANO CERVESATO,CS,15150,PRIN FNCTIONL PRGMMG,2,15,20,75%,14.64,4.53,4.60,4.53,4.40,4.47,4.67,4.40,4.60,4.60
Fall,2015,KHALED HARRAS,CS,15213,INTR CMPUTER SYSTEMS,W,16,20,80%,15.69,4.63,4.69,4.87,4.25,4.94,4.88,4.56,4.81,4.81
Fall,2015,THIERRY SANS,CS,15214,PRIN 0-0 SFTWR CONST,W,3,3,100%,13.00,3.67,3.00,3.33,3.00,4.33,3.00,4.33,3.33,3.67
Fall,2015,DAVID TOURETZKY,CS,15294,ST: RAPID PROTYP TEC,A1,12,23,52%,6.50,4.64,4.27,4.55,4.00,4.64,4.91,4.27,4.45,4.45
Fall,2015,DAVID TOURETZKY,CS,15294,ST: RAPID PROTYP TEC,A2,8,16,50%,7.63,4.50,4.50,4.38,3.88,4.63,4.50,4.50,4.38,4.25
Fall,2015,DANIEL SLEATOR,CS,15295,COMPTN PGMG PBL SLVG,A,10,18,56%,5.33,4.67,4.33,4.33,4.22,4.63,4.56,4.56,4.33,4.67
Fall,2015,TODD MOWRY,CS,15300,RSRCH & INNOV IN CS,1,14,25,56%,7.36,4.57,3.79,4.07,3.00,4.14,3.79,4.71,4.14,3.57
Fall,2015,ANDRE PLATZER,CS,15317,CONSTRUCTIVE LOGIC,1,29,53,55%,10.00,3.75,3.41,3.34,3.07,3.34,3.21,3.38,3.17,3.17
Fall,2015,ILIANO CERVESATO,CS,15317,CONSTRUCTIVE LOGIC,W,7,9,78%,14.14,4.71,4.14,4.14,4.83,4.57,4.57,4.86,4.86,4.57
Fall,2015,MAJD SAKR,CS,15319,CLOUD COMPUTING,A,4,5,80%,17.25,4.00,3.75,4.00,3.75,4.25,4.00,4.25,4.00,4.00
Fall,2015,MAJD SAKR,CS,15319,CLOUD COMPUTING,B,1,5,20%,14.00,4.00,4.00,4.00,3.00,5.00,3.00,4.00,3.00,4.00
Fall,2015,CARLETON KINGSFORD,CS,15351,ALGO ADV DATA STRUCT,A,6,12,50%,8.50,3.83,3.50,4.00,2.83,3.83,3.67,4.00,3.50,3.67
Fall,2015,KLAUS SUTNER,CS,15354,COMPTNL DISCRTE MATH,A,11,15,73%,13.00,4.91,4.64,4.73,4.18,4.91,4.73,4.91,4.82,4.91
Fall,2015,TAI-SING LEE,CS,15387,COMPTNL PERCEPTN,A,4,4,100%,8.00,4.50,3.50,4.00,3.50,4.25,4.00,4.50,4.00,4.25
Fall,2015,WILLIAM COURTRIGHT,CS,15390,ENTREPRENEURSHIP CS,A,13,26,50%,6.85,4.77,4.62,4.77,4.31,4.69,4.54,4.77,4.62,4.62
Fall,2015,MAHER HAKIM,CS,15390,ENTREPRENEURSHIP CS,W,11,12,92%,9.20,4.27,4.18,4.36,4.27,4.55,4.00,4.27,4.00,4.09
Fall,2015,DAVID ECKHARDT,CS,15410,OP SYS DESIGN & IMPL,A,24,39,62%,22.13,4.88,4.46,4.75,4.54,4.88,4.71,4.63,4.75,4.88
Fall,2015,ROBERT SIMMONS,CS,15411,COMPILER DESIGN,A,36,60,60%,20.42,4.94,4.74,4.89,4.57,4.74,4.77,4.97,4.83,4.71
Fall,2015,KARL CRARY,CS,15417,HOT COMPILATION,A,5,9,56%,9.80,3.40,4.60,4.60,2.80,4.20,4.60,3.60,4.40,3.80
Fall,2015,CHARLES GARROD,CS,15437,WEB APPLCTN DEVLPMNT,A,11,15,73%,11.27,4.73,4.20,4.45,4.18,4.45,4.45,4.73,4.73,4.55
Fall,2015,CHARLES GARROD,CS,15437,WEB APPLCTN DEVLPMNT,B,6,9,67%,11.60,5.00,4.50,4.50,4.50,4.67,4.67,4.33,4.33,4.33
Fall,2015,CHARLES GARROD,CS,15437,WEB APPLCTN DEVLPMNT,C,3,5,60%,14.00,4.33,4.00,4.67,3.67,3.67,4.00,4.67,4.33,4.00
Fall,2015,CHARLES GARROD,CS,15437,WEB APPLCTN DEVLPMNT,D,5,6,83%,14.20,4.40,4.40,4.40,4.40,4.40,4.20,4.60,4.20,4.20
Fall,2015,MOHAMMAD HAMMOUD,CS,15440,DISTRIBUTED SYSTEMS,W,13,18,72%,15.75,4.69,4.23,4.23,4.08,4.69,4.46,4.85,4.38,4.15
Fall,2015,PETER STEENKISTE,CS,15441,COMPUTER NETWORKS,1,2,5,40%,12.50,5.00,5.00,5.00,3.00,4.50,5.00,5.00,5.00,4.00
Fall,2015,CHRISTOS KAPOUTSIS,CS,15451,ALGORITHM DES & ANLS,W,12,18,67%,15.42,4.67,4.50,4.58,4.08,4.83,4.83,4.75,4.67,4.50
Fall,2015,KEMAL OFLAZER,CS,15453,FRML LNG ATMT & CMPB,W,13,17,76%,8.50,4.31,4.23,4.31,3.62,4.38,4.50,4.46,4.54,4.54
